record_id,status,published_at,sequence,title,original_url,tags,source_dir,tex_files,pdf_files,bib_files,bst_files,local_assets,article_pdf,duplicate_status,duplicate_group,canonical_record_id,duplicate_basis,metadata_match,metadata_score,metadata_candidate_count,metadata_title,metadata_published_at,metadata_sequence,metadata_original_url,metadata_tags,metadata_pdf_files,metadata_evidence,target_slug,math_section,build_engine,author_review,notes
source:408466b7a0c6b943,skipped,,,ウリゾーンの補題の証明,,,2015/1__10/ar4/ウリゾーンの補題の証明,ウリゾーンの定理の証明DonaDona.tex,ウリゾーンの定理の証明DonaDona.pdf,,,tex_pdf,linked,unique,,,,likely,86.0,1,ウリゾーンの補題の証明。,2015-09-11T16:20:49+09:00,1,https://concious4410.hatenablog.com/entry/2015/09/11/162049,位相空間|数学|僕のお気に入り|ウリゾーン,ウリゾーンの定理の証明DonaDona15-10-18.pdf,title similarity 1.00; PDF similarity 0.88; year,,,,not_applicable,同一本文の旧保存版（旧改行形式・旧名義）。正本候補 source:7dbcaa13e2335723 を参照。独立記事としては移行しない。
source:84031ca6a51bfb98,skipped,,,直積に関するストーンの定理,,,2015/1__10/ar5/直積に関するストーンの定理,stone.tex,stone.pdf,,,tex_pdf,linked,duplicate,dup:3d46bea352bbbff2,source:81658cb11c1f2eb0,tex+pdf,ambiguous,58.5,2,非可算個の可算離散空間の直積について,2015-09-12T17:34:15+09:00,1,https://concious4410.hatenablog.com/entry/2015/09/12/173415,位相空間|数学|僕のお気に入り|反例|正規空間|可算性|完全正則空間,Stoneの定理D16-06-12.pdf,inherited from canonical source:81658cb11c1f2eb0,,,,not_applicable,同一SHA-256の複製候補。正本候補 source:81658cb11c1f2eb0 を参照。独立記事としては移行しない。
source:4bb22c36a4cf5ae1,skipped,,,始位相,,,2015/1__10/ar6/始位相,initialtop.tex,initialtop.pdf,,,tex_pdf,none,duplicate,dup:27b93a09c2373f29,source:89cc08da3df1ce36,tex+pdf,unmatched,54.8,0,,,,,,,inherited from canonical source:89cc08da3df1ce36,,,,not_applicable,同一SHA-256の複製候補。正本候補 source:89cc08da3df1ce36 を参照。独立記事としては移行しない。
source:8a4b43692d3f7bc6,skipped,,,代数学の基本定理００,,,2015/1__10/ar7/代数学の基本定理００,AlgFund000.tex,AlgFund000.pdf,,,tex_pdf,linked,duplicate,dup:66fd5e9b04b78f0e,source:04434cbe8d4056bc,tex+pdf,likely,86.0,1,代数学の基本定理,2015-09-12T19:59:11+09:00,3,https://concious4410.hatenablog.com/entry/2015/09/12/195911,数学|代数|解析,代数学の基本定理000DonaDona15-10-18.pdf,inherited from canonical source:04434cbe8d4056bc,,,,not_applicable,同一SHA-256の複製候補。正本候補 source:04434cbe8d4056bc を参照。独立記事としては移行しない。
source:8ea97f72b08ee10a,skipped,,,固有写像と完全写像の反例,,,2015/21__30/ar28/閉写像完全写像とか/固有写像と完全写像の反例,cntrexam_of_closed_and_proper.tex,cntrexam_of_closed_and_proper.pdf,,,tex_pdf,linked,duplicate,dup:8a88ba546876cdff,source:2123209a42f9fd9e,tex+pdf,exact,98.0,1,固有写像と完全写像に関係する反例,2016-01-25T20:15:07+09:00,1,https://concious4410.hatenablog.com/entry/2016/01/25/201507,反例|数学|位相空間|固有写像,cntrexam_of_closed_and_proper.pdf,inherited from canonical source:2123209a42f9fd9e,,,,not_applicable,同一SHA-256の複製候補。正本候補 source:2123209a42f9fd9e を参照。独立記事としては移行しない。
source:f3a77169b661ec39,skipped,,,被覆補題１,,,2015/21__30/ar30/ルベーグの被覆補題/被覆補題１,ルベーグの被覆補題.tex,ルベーグの被覆補題.pdf,,,tex_pdf,linked,unique,,,,ambiguous,65.9,2,距離空間と位相群のルベーグの被覆補題,2015-11-25T20:38:24+09:00,1,https://concious4410.hatenablog.com/entry/2015/11/25/203824,コンパクトネス|位相空間|数学|距離空間,ルベーグの被覆補題beta15-11-25.pdf|ルベーグの被覆補題2donadona15-12-04.pdf|coveringlemma3.pdf,multiple similarly scored candidates; title similarity 0.57; PDF similarity 0.71; year,,,,not_applicable,既公開 2015-11-25-01 の被覆補題原稿の旧版（第1版）のため移行対象外。
source:f960997ecb68425b,skipped,,,被覆補題２,,,2015/21__30/ar30/ルベーグの被覆補題/被覆補題２,ルベーグの被覆補題2.tex,,,,tex_only,linked,unique,,,,ambiguous,58.1,2,距離空間と位相群のルベーグの被覆補題,2015-11-25T20:38:24+09:00,1,https://concious4410.hatenablog.com/entry/2015/11/25/203824,コンパクトネス|位相空間|数学|距離空間,ルベーグの被覆補題beta15-11-25.pdf|ルベーグの被覆補題2donadona15-12-04.pdf|coveringlemma3.pdf,multiple similarly scored candidates; title similarity 0.64; year,,,,not_applicable,既公開 2015-11-25-01 の被覆補題原稿の旧版（第2版）のため移行対象外。
source:677578ca0f90e755,published,2016-01-09T19:19:52+09:00,1,コンパクト性と全有界性と完備性,https://concious4410.hatenablog.com/entry/2016/01/09/191952,16.225|距離空間|コンパクトネス|位相空間|数学,2016/1__10/ar1/完備性と有界性によるコンパクト性の特徴づけ,compactandprecompact.tex,compactandprecompact.pdf,,,tex_pdf,linked,unique,,,,exact,100.0,1,コンパクト性と全有界性と完備性,2016-01-09T19:19:52+09:00,1,https://concious4410.hatenablog.com/entry/2016/01/09/191952,16.225|距離空間|コンパクトネス|位相空間|数学,コンパクト性と全有界性と完備性beta16-01-09.pdf,confirmed original_url,2016-01-09-01,位相・距離・幾何,platex,legacy_unrecorded,
source:5dfe1a3bd1b7e668,published,2016-01-16T19:36:02+09:00,1,距離空間の距離の修正,https://concious4410.hatenablog.com/entry/2016/01/16/193602,距離空間|数学,2016/1__10/ar2/距離函数の修正,modifi_metric.tex,modifi_metric.pdf,,,tex_pdf,linked,unique,,,,exact,100.0,1,距離空間の距離の修正,2016-01-16T19:36:02+09:00,1,https://concious4410.hatenablog.com/entry/2016/01/16/193602,距離空間|数学,距離関数の修正とか.pdf,manually confirmed by original URL,2016-01-16-01,位相・距離・幾何,,approved,
source:de26e56cb0444b39,published,2016-01-17T13:30:48+09:00,1,点列コンパクト性とコンパクト性は無関係,https://concious4410.hatenablog.com/entry/2016/01/17/133048,コンパクトネス|数学|位相空間|反例,2016/1__10/ar3/点列コンパクト性とコンパクト性の反例,seqcptandcpt.tex,seqcptandcpt.pdf,,,tex_pdf,linked,unique,,,,likely,71.2,1,点列コンパクト性とコンパクト性は無関係,2016-01-17T13:30:48+09:00,1,https://concious4410.hatenablog.com/entry/2016/01/17/133048,コンパクトネス|数学|位相空間|反例,例：点列コンパクトとコンパクトDD16-01-15.pdf,title similarity 0.81; year,2016-01-17-01,位相・距離・幾何,,approved,
source:280f347a3d261e0f,published,2016-01-18T19:26:49+09:00,1,距離化可能定理part0：破片,https://concious4410.hatenablog.com/entry/2016/01/18/192649,距離化可能定理|位相空間|数学,2016/1__10/ar4/picewise_metrizablity,piecewise metrizablity.tex,piecewise metrizablity.pdf,,,tex_pdf,linked,unique,,,,likely,80.9,1,距離化可能定理part0：破片,2016-01-18T19:26:49+09:00,1,https://concious4410.hatenablog.com/entry/2016/01/18/192649,距離化可能定理|位相空間|数学,piecewise metrizablity16-12-23.pdf,title similarity 0.78; PDF similarity 0.89; year,2016-01-18-01,位相・距離・幾何,,approved,
source:18b4587a92737155,published,2016-01-22T13:18:27+09:00,1,距離化可能定理part1:Alexandroff-Urysohn-Tukey,https://concious4410.hatenablog.com/entry/2016/01/22/131827,位相空間|距離空間|距離化可能定理,2016/1__10/ar5/アレキサンダウリゾーンターキー,距離化可能定理：アレキサンドロフ・ウリゾーン・ターキー.tex,,,,tex_only,linked,unique,,,,likely,80.0,1,距離化可能定理part1:Alexandroff-Urysohn-Tukey,2016-01-22T13:18:27+09:00,1,https://concious4410.hatenablog.com/entry/2016/01/22/131827,位相空間|距離空間|距離化可能定理,距離化可能定理：AUT+beta版16-01-22.pdf,title similarity 0.92; year,2016-01-22-01,位相・距離・幾何,,approved,
source:a104bfb86d964459,published,2016-01-22T13:29:06+09:00,2,距離化可能定理part-1:BNS,https://concious4410.hatenablog.com/entry/2016/01/22/132906,位相空間|距離化可能定理|距離空間,2016/1__10/ar6/BNS,Bing-Nagata-Smirnov.tex,Bing-Nagata-Smirnov.pdf,,,tex_pdf,linked,unique,,,,likely,71.1,1,距離化可能定理part-1:BNS,2016-01-22T13:29:06+09:00,2,https://concious4410.hatenablog.com/entry/2016/01/22/132906,位相空間|距離化可能定理|距離空間,Bing-Nagata-Smirnov+gamma版16-01-22.pdf,PDF similarity 0.77; year,2016-01-22-02,位相・距離・幾何,,approved,
source:2123209a42f9fd9e,published,2016-01-25T20:15:07+09:00,1,固有写像と完全写像に関係する反例,https://concious4410.hatenablog.com/entry/2016/01/25/201507,反例|数学|位相空間|固有写像,2016/1__10/ar7/固有写像と完全写像の反例,cntrexam_of_closed_and_proper.tex,cntrexam_of_closed_and_proper.pdf,,,tex_pdf,linked,canonical,dup:8a88ba546876cdff,source:2123209a42f9fd9e,tex+pdf,exact,98.0,1,固有写像と完全写像に関係する反例,2016-01-25T20:15:07+09:00,1,https://concious4410.hatenablog.com/entry/2016/01/25/201507,反例|数学|位相空間|固有写像,cntrexam_of_closed_and_proper.pdf,PDF filename exact,2016-01-25-01,位相・距離・幾何,,approved,
source:0589591ef28ac0cb,published,2016-01-25T21:06:06+09:00,2,可算パラコンパクトではないメタコンパクトσコンパクトハウスドルフ空間そんでムーア空間でない展開可能空間,https://concious4410.hatenablog.com/entry/2016/01/25/210606,位相空間|反例|パラコンパクトネス|可算性,2016/1__10/ar8/メタコンパクトとかの反例,ctexamofmetcpt.tex,ctexamofmetcpt.pdf,,,tex_pdf,linked,unique,,,,exact,100.0,1,可算パラコンパクトではないメタコンパクトσコンパクトハウスドルフ空間そんでムーア空間でない展開可能空間,2016-01-25T21:06:06+09:00,2,https://concious4410.hatenablog.com/entry/2016/01/25/210606,位相空間|反例|パラコンパクトネス|可算性,メタコンパクトとかの反例dd16-02-01.pdf,manually confirmed by original URL,2016-01-25-02,位相・距離・幾何,,approved,
source:967756f42a756f80,published,2016-01-29T22:04:40+09:00,1,距離化可能定理part2：近傍,https://concious4410.hatenablog.com/entry/2016/01/29/220440,位相空間|距離化可能定理|距離空間|数学,2016/1__10/ar9/距離化可能定理：近傍,距離化可能定理：近傍.tex,距離化可能定理：近傍.pdf,,,tex_pdf,linked,unique,,,,likely,69.0,1,距離化可能定理part2：近傍,2016-01-29T22:04:40+09:00,1,https://concious4410.hatenablog.com/entry/2016/01/29/220440,位相空間|距離化可能定理|距離空間|数学,距離化可能定理：近傍BETA16-01-29.pdf,title similarity 0.78; PDF similarity 0.71; year,2016-01-29-01,位相・距離・幾何,,approved,
source:3a7aa2f21b5c93b0,published,2016-01-31T20:50:17+09:00,1,等高線と連続関数：ウリゾーンの補題とティーチェの拡張定理：正規空間その(-1)(修正あり),https://concious4410.hatenablog.com/entry/2016/01/31/205017,正規空間|僕のお気に入り|位相空間|数学|ウリゾーン,2016/1__10/ar10/等高線,Contour_and_contifunc.tex,Contour_and_contifunc.pdf,,,tex_pdf,linked,unique,,,,exact,98.0,1,等高線と連続関数：ウリゾーンの補題とティーチェの拡張定理：正規空間その(-1)(修正あり),2016-01-31T20:50:17+09:00,1,https://concious4410.hatenablog.com/entry/2016/01/31/205017,正規空間|僕のお気に入り|位相空間|数学|ウリゾーン,等高線と連続関数DD16-06-09.pdf|Contour_and_contifunc.pdf,PDF filename exact,2016-01-31-01,位相・距離・幾何,,approved,
source:1d984f3f8cbd2451,published,2016-04-29T16:39:31+09:00,1,実数の閉部分群,https://concious4410.hatenablog.com/entry/2016/04/29/163931,位相空間|数学|解析|代数|実数に関連する集合論や位相,2016/11__20/ar11/実数の閉部分群の分類,closedsubgrp_of_relline.tex,closedsubgrp_of_relline.pdf,,,tex_pdf,linked,unique,,,,exact,100.0,1,実数の閉部分群,2016-04-29T16:39:31+09:00,1,https://concious4410.hatenablog.com/entry/2016/04/29/163931,位相空間|数学|解析|代数|実数に関連する集合論や位相,実直線の閉部分群DD16-04-29.pdf,manually confirmed by original URL,2016-04-29-01,解析・測度・確率,,approved,
source:f8d088e2eb6d5c75,published,2016-05-04T18:14:49+09:00,1,入射角16.225°の測度論入門:ω_0,https://concious4410.hatenablog.com/entry/2016/05/04/181449,16.225|数学|解析|僕のお気に入り|測度論,2016/11__20/ar12/積分の変数変換公式の証明の概略（ω）,omega-null.tex,omega-null.pdf,,,tex_pdf,linked,unique,,,,likely,71.5,1,入射角16.225°の測度論入門:ω_0,2016-05-04T18:14:49+09:00,1,https://concious4410.hatenablog.com/entry/2016/05/04/181449,16.225|数学|解析|僕のお気に入り|測度論,omega-null-A-16-05-04.pdf,PDF similarity 0.77; year,2016-05-04-01,解析・測度・確率,,approved,
source:5b3b9eb2238e6a4d,published,2016-05-05T15:17:01+09:00,1,L^1の畳込みに関する単位元が存在しないこと,https://concious4410.hatenablog.com/entry/2016/05/05/151701,解析|代数|数学|線形空間,2016/11__20/ar13/ルベーグ空間に単位元が存在しないこと,Lebgsp_has_no_id.tex,Lebgsp_has_no_id.pdf,,,tex_pdf,linked,unique,,,,exact,100.0,1,L^1の畳込みに関する単位元が存在しないこと,2016-05-05T15:17:01+09:00,1,https://concious4410.hatenablog.com/entry/2016/05/05/151701,解析|代数|数学|線形空間,単位元が存在しないこと16-12-11.pdf,manually confirmed by original URL,2016-05-05-01,解析・測度・確率,,approved,
source:7246fa5dfb27f786,published,2016-06-11T20:22:49+09:00,1,いわゆる志賀多様体における多様体の埋め込み定理のための次元論的な補題の証明,https://concious4410.hatenablog.com/entry/2016/06/11/202249,数学|距離空間|位相空間|次元論|多様体論,2016/11__20/ar15/位相多様体と次元論,TopMFD.tex,TopMFD.pdf,,,tex_pdf,linked,unique,,,,exact,100.0,1,いわゆる志賀多様体における多様体の埋め込み定理のための次元論的な補題の証明,2016-06-11T20:22:49+09:00,1,https://concious4410.hatenablog.com/entry/2016/06/11/202249,数学|距離空間|位相空間|次元論|多様体論,WhitneyEmbed.pdf,manually confirmed by original URL,2016-06-11-01,位相・距離・幾何,,approved,
source:07a4625da128c883,published,2016-06-12T17:56:58+09:00,1,ハウスドルフ空間の中の稠密な局所コンパクト部分集合が開集合であること,https://concious4410.hatenablog.com/entry/2016/06/12/175658,位相空間|数学|局所コンパクト,2016/11__20/ar16/LCHがハウスドルフ空間の中で,LCHがハウスドルフ空間の中で.tex,,,,tex_only,linked,unique,,,,exact,100.0,1,ハウスドルフ空間の中の稠密な局所コンパクト部分集合が開集合であること,2016-06-12T17:56:58+09:00,1,https://concious4410.hatenablog.com/entry/2016/06/12/175658,位相空間|数学|局所コンパクト,LCHがハウスドルフ空間の中でD16-06-12.pdf,manually confirmed by original URL,2016-06-12-01,位相・距離・幾何,,approved,
source:73cc270264aa95c1,published,2016-06-18T15:05:37+09:00,1,一様空間/未完成,https://concious4410.hatenablog.com/entry/2016/06/18/150537,位相空間|数学|未完成シリーズ|完全正則空間,2016/11__20/ar17/一様空間,一様空間プロトタイプ.tex,,,,tex_only,linked,unique,,,,exact,100.0,1,一様空間/未完成,2016-06-18T15:05:37+09:00,1,https://concious4410.hatenablog.com/entry/2016/06/18/150537,位相空間|数学|未完成シリーズ|完全正則空間,一様空間A16-06-15.pdf,manually confirmed by original URL,2016-06-18-01,位相・距離・幾何,,approved,
source:334357ebb5f59231,published,2016-06-19T18:19:39+09:00,1,正規空間その0:単位の分割[未完成],https://concious4410.hatenablog.com/entry/2016/06/19/181939,位相空間|数学|正規空間|未完成シリーズ,2016/11__20/ar18/単位の分割,pou.tex,pou.pdf,,,tex_pdf,linked,unique,,,,exact,100.0,1,正規空間その0:単位の分割[未完成],2016-06-19T18:19:39+09:00,1,https://concious4410.hatenablog.com/entry/2016/06/19/181939,位相空間|数学|正規空間|未完成シリーズ,単位の分割A16-06-19.pdf,manually confirmed by original URL,2016-06-19-01,位相・距離・幾何,,approved,
source:872f5e98e39f0fec,published,2016-06-19T19:20:52+09:00,2,可算コンパクトとメタコンパクト,https://concious4410.hatenablog.com/entry/2016/06/19/192052,位相空間|コンパクトネス|パラコンパクトネス|数学|可算性,2016/11__20/ar19/可算コンパクトとメタコンパクトああ,cpct_and_metacpt.tex,cpct_and_metacpt.pdf,,,tex_pdf,linked,unique,,,,likely,76.8,1,可算コンパクトとメタコンパクト,2016-06-19T19:20:52+09:00,2,https://concious4410.hatenablog.com/entry/2016/06/19/192052,位相空間|コンパクトネス|パラコンパクトネス|数学|可算性,可算コンパクトとメタコンパクトG16-07-06.pdf,title similarity 0.88; year,2016-06-19-02,位相・距離・幾何,,approved,
article:8da664c81fb23b01,source_missing,2016-06-20T17:05:05+09:00,1,完全正則空間とか:未完成,https://concious4410.hatenablog.com/entry/2016/06/20/170505,未完成シリーズ|数学|位相空間|完全正則空間,,,,,,none,linked,unique,,,,exact,100.0,1,完全正則空間とか:未完成,2016-06-20T17:05:05+09:00,1,https://concious4410.hatenablog.com/entry/2016/06/20/170505,未完成シリーズ|数学|位相空間|完全正則空間,完全正則空間A16-06-15.pdf,MT export article inventory; no linked local source,,,,not_applicable,MTエクスポートには公開記事がありますが、対応するローカルTeX・PDFは未登録です。
source:7af09fd43b301ec9,published,2016-06-23T15:13:41+09:00,1,コンパクト性と閉射影:Kuratowski－Mrówka's Thoerem,https://concious4410.hatenablog.com/entry/2016/06/23/151341,数学|コンパクトネス|位相空間|僕のお気に入り|未完成シリーズ|雑談|固有写像,2015/11__20/ar15/コンパクト性と射影の閉性,the proofs of Kuratowski-Mrowka theorem.tex,the proofs of Kuratowski-Mrowka theorem.pdf,,,tex_pdf,linked,unique,,,,exact,96.0,1,コンパクト性と閉射影:Kuratowski－Mrówka's Thoerem,2016-06-23T15:13:41+09:00,1,https://concious4410.hatenablog.com/entry/2016/06/23/151341,数学|コンパクトネス|位相空間|僕のお気に入り|未完成シリーズ|雑談|固有写像,the proofs of Kuratowski-Mrowka theorem.pdf,PDF filename exact,2016-06-23-01,位相・距離・幾何,,approved,
source:277a497e7ee9b5d3,published,2016-07-01T20:18:25+09:00,1,有理数と無理数の稠密性,https://concious4410.hatenablog.com/entry/2016/07/01/201825,位相空間|数学|雑談|実数に関連する集合論や位相,2016/21__30/ar22/無理数が稠密であること,P_is_dense.tex,P_is_dense.pdf,,,tex_pdf,linked,unique,,,,exact,100.0,1,有理数と無理数の稠密性,2016-07-01T20:18:25+09:00,1,https://concious4410.hatenablog.com/entry/2016/07/01/201825,位相空間|数学|雑談|実数に関連する集合論や位相,有理数と無理数の稠密性D16-07-01.pdf,manually confirmed by original URL,2016-07-01-01,位相・距離・幾何,,approved,
article:96fe39af3e1f464d,published,2016-07-02T23:56:56+09:00,1,ストーン・ワイエルストラスの定理の話,https://concious4410.hatenablog.com/entry/2016/07/02/235656,雑談|解析|位相空間|実数に関連する集合論や位相|局所コンパクト|コンパクトネス|線形空間,,,,,,none,none,unique,,,,exact,100.0,1,ストーン・ワイエルストラスの定理の話,2016-07-02T23:56:56+09:00,1,https://concious4410.hatenablog.com/entry/2016/07/02/235656,雑談|解析|位相空間|実数に関連する集合論や位相|局所コンパクト|コンパクトネス|線形空間,,MT export article inventory; no linked local source,2016-07-02-01,解析・測度・確率,,approved,MTエクスポートには公開記事がありますが、対応するローカルTeX・PDFは未登録です。
article:708370d657ce460a,published,2016-07-06T19:41:38+09:00,1,星型領域はユークリッド空間に微分同相,https://concious4410.hatenablog.com/entry/2016/07/06/194138,位相空間|僕のお気に入り|数学|多様体論|実数に関連する集合論や位相,MyBlog/2024/星型微分同相,,星型領域はユークリッド空間に微分同相Hand16-07-06.pdf,,,pdf_only,linked,unique,,,,exact,100.0,1,星型領域はユークリッド空間に微分同相,2016-07-06T19:41:38+09:00,1,https://concious4410.hatenablog.com/entry/2016/07/06/194138,位相空間|僕のお気に入り|数学|多様体論|実数に関連する集合論や位相,星型領域はユークリッド空間に微分同相Hand16-07-06.pdf,MT export article inventory; no linked local source,2016-07-06-01,位相・距離・幾何,,approved,元記事と同名の手書きPDFのみを候補登録。2024年版のTeX・PDFとは別記事として扱う。 TeX全文またはPDF原稿、PDFメタデータ、全ページ画像を確認済み。公開可能名義のみ。
source:3049fae273564c82,published,2016-07-06T22:34:59+09:00,2,Nobleの定理,https://concious4410.hatenablog.com/entry/2016/07/06/223459,コンパクトネス|パラコンパクトネス|位相空間|僕のお気に入り|数学|正規空間|断片ではないもの,2016/21__30/ar25/NobleTHM,Noble's theorem.tex,Noble's theorem.pdf,,,tex_pdf,linked,unique,,,,likely,75.3,1,Nobleの定理,2016-07-06T22:34:59+09:00,2,https://concious4410.hatenablog.com/entry/2016/07/06/223459,コンパクトネス|パラコンパクトネス|位相空間|僕のお気に入り|数学|正規空間|断片ではないもの,Noble's theoremD-16-07-06.pdf,title similarity 0.62; PDF similarity 0.82; year,2016-07-06-02,位相・距離・幾何,platex,approved,
article:aefa901627959e81,published,2016-07-06T22:47:28+09:00,3,LOTS(線形順序位相空間)の正規性,https://concious4410.hatenablog.com/entry/2016/07/06/224728,位相空間|数学|雑談|正規空間|順序数,,,,,,none,none,unique,,,,exact,100.0,1,LOTS(線形順序位相空間)の正規性,2016-07-06T22:47:28+09:00,3,https://concious4410.hatenablog.com/entry/2016/07/06/224728,位相空間|数学|雑談|正規空間|順序数,,MT export article inventory; no linked local source,2016-07-06-03,位相・距離・幾何,,approved,MTエクスポートには公開記事がありますが、対応するローカルTeX・PDFは未登録です。
source:33c87f611a415abb,published,2016-07-07T14:35:33+09:00,1,単位閉区間が可算個の非空なる閉集合族の直和で描けないこと,https://concious4410.hatenablog.com/entry/2016/07/07/143533,位相空間|距離空間|数学|僕のお気に入り|ベール空間|実数に関連する集合論や位相|可算性,2016/21__30/ar27/連続体空間に対するシエルピンスキーの定理,Sierpinski_for_unit_interval.tex,Sierpinski_for_unit_interval.pdf,,,tex_pdf,linked,unique,,,,likely,71.6,1,単位閉区間が可算個の非空なる閉集合族の直和で描けないこと,2016-07-07T14:35:33+09:00,1,https://concious4410.hatenablog.com/entry/2016/07/07/143533,位相空間|距離空間|数学|僕のお気に入り|ベール空間|実数に関連する集合論や位相|可算性,単位閉区間が非空な可算個の閉集合の直和で書けないことD16-07-07.pdf,title similarity 0.81; year,2016-07-07-01,位相・距離・幾何,,approved,
article:9faf8fa2364f1e67,published,2016-07-11T16:35:22+09:00,1,Sardの定理にまつわる反例と「多様体の基礎」の誤り,https://concious4410.hatenablog.com/entry/2016/07/11/163522,数学|反例|雑談|多様体論|サードの定理|解析|測度論,,,,,,none,none,unique,,,,exact,100.0,1,Sardの定理にまつわる反例と「多様体の基礎」の誤り,2016-07-11T16:35:22+09:00,1,https://concious4410.hatenablog.com/entry/2016/07/11/163522,数学|反例|雑談|多様体論|サードの定理|解析|測度論,,MT export article inventory; no linked local source,2016-07-11-01,位相・距離・幾何,,approved,MTエクスポートには公開記事がありますが、対応するローカルTeX・PDFは未登録です。
source:a4be41c694536d86,published,2016-07-21T23:26:32+09:00,1,廃棄物投棄,https://concious4410.hatenablog.com/entry/2016/07/21/232632,すべて,2016/21__30/ar30/廃棄物,ストーン・ワイエルストラスの定理.tex|パラコンパクト性：ルートX.tex|ハイポコンパクトって言いたいだけ.tex|マヌアルフォービギナーズ.tex|上半連続位相と下半連速位相.tex|森田の定理・可算パラコンパクト.tex|線型写像とセミノルム空間.tex|距離化可能性と閉像：Hanai-Morita-Stone.tex|関数空間.tex,ストーン・ワイエルストラスの定理.pdf|パラコンパクト性：ルートX.pdf|ハイポコンパクトって言いたいだけ.pdf|マヌアルフォービギナーズ.pdf|上半連続位相と下半連速位相.pdf|森田の定理・可算パラコンパクト.pdf|線型写像とセミノルム空間.pdf|距離化可能性と閉像：Hanai-Morita-Stone.pdf|関数空間.pdf,,,tex_pdf,linked,unique,,,,exact,100.0,1,廃棄物投棄,2016-07-21T23:26:32+09:00,1,https://concious4410.hatenablog.com/entry/2016/07/21/232632,すべて,ストーン・ワイエルストラスの定理WXIII.pdf|パラコンパクト性：ルートX;WXIII.pdf|関数空間WXIII.pdf|距離化可能性と閉像：Hanai-Morita-StoneWXIII.pdf|上半連続位相と下半連速位相WXIII.pdf|線型写像とセミノルム空間WXIII.pdf|位相についての注意WXIII.pdf,manually confirmed by original URL,2016-07-21-01,その他,,approved,
article:992297b035301507,published,2016-07-22T21:07:24+09:00,1,数学の論文の探し方とか,https://concious4410.hatenablog.com/entry/2016/07/22/210724,雑談|数学,,,,,,none,none,unique,,,,exact,100.0,1,数学の論文の探し方とか,2016-07-22T21:07:24+09:00,1,https://concious4410.hatenablog.com/entry/2016/07/22/210724,雑談|数学,,MT export article inventory; no linked local source,2016-07-22-01,その他,,approved,MTエクスポートには公開記事がありますが、対応するローカルTeX・PDFは未登録です。
article:1dd6c4e25ef0c6a7,published,2016-08-23T17:33:28+09:00,1,リーマン体積確定集合と太ったカントール集合,https://concious4410.hatenablog.com/entry/2016/08/23/173328,位相空間|解析|雑談|数学|測度論|カントール|実数に関連する集合論や位相,,,,,,none,none,unique,,,,exact,100.0,1,リーマン体積確定集合と太ったカントール集合,2016-08-23T17:33:28+09:00,1,https://concious4410.hatenablog.com/entry/2016/08/23/173328,位相空間|解析|雑談|数学|測度論|カントール|実数に関連する集合論や位相,,MT export article inventory; no linked local source,2016-08-23-01,解析・測度・確率,,approved,MTエクスポートには公開記事がありますが、対応するローカルTeX・PDFは未登録です。
article:8adb69fd105570fe,published,2016-11-13T18:11:03+09:00,1,基本的な0次元距離空間の特徴づけの話,https://concious4410.hatenablog.com/entry/2016/11/13/181103,位相空間|雑談|数学|僕のお気に入り|距離空間,,,,,,none,none,unique,,,,exact,100.0,1,基本的な0次元距離空間の特徴づけの話,2016-11-13T18:11:03+09:00,1,https://concious4410.hatenablog.com/entry/2016/11/13/181103,位相空間|雑談|数学|僕のお気に入り|距離空間,,MT export article inventory; no linked local source,2016-11-13-01,位相・距離・幾何,,approved,MTエクスポートには公開記事がありますが、対応するローカルTeX・PDFは未登録です。
source:98d03dd488ca6a4a,published,2016-11-30T17:35:28+09:00,1,カントールの区間縮小法と反例,https://concious4410.hatenablog.com/entry/2016/11/30/173528,位相空間|数学|反例|距離空間|カントール|可算性,2016/31__40/ar34/区間縮小法と反例,カントールの区間縮小法と直径と反例.tex,,,,tex_only,linked,unique,,,,likely,78.5,1,カントールの区間縮小法と反例,2016-11-30T17:35:28+09:00,1,https://concious4410.hatenablog.com/entry/2016/11/30/173528,位相空間|数学|反例|距離空間|カントール|可算性,カントールの区間縮小法と直径と反例2017-5-11.pdf,title similarity 0.90; year,2016-11-30-01,位相・距離・幾何,,approved,
article:f76d31161a0c76e4,published,2016-12-09T19:54:26+09:00,1,"""児玉・永見""の参考文献（未完）",https://concious4410.hatenablog.com/entry/2016/12/09/195426,すべて|位相空間|数学,,,,,,none,none,unique,,,,exact,100.0,1,"""児玉・永見""の参考文献（未完）",2016-12-09T19:54:26+09:00,1,https://concious4410.hatenablog.com/entry/2016/12/09/195426,すべて|位相空間|数学,,MT export article inventory; no linked local source,2016-12-09-01,位相・距離・幾何,,approved,MTエクスポートには公開記事がありますが、対応するローカルTeX・PDFは未登録です。
article:0704fe75522db63f,published,2016-12-16T19:31:28+09:00,1,連結ハウスドルフ可算集合,https://concious4410.hatenablog.com/entry/2016/12/16/193128,雑談|数学|位相空間|連結空間|反例|可算性,,,,,,none,none,unique,,,,exact,100.0,1,連結ハウスドルフ可算集合,2016-12-16T19:31:28+09:00,1,https://concious4410.hatenablog.com/entry/2016/12/16/193128,雑談|数学|位相空間|連結空間|反例|可算性,,MT export article inventory; no linked local source,2016-12-16-01,位相・距離・幾何,,approved,MTエクスポートには公開記事がありますが、対応するローカルTeX・PDFは未登録です。
